qid	docid	in_dense	in_bm25	dense_rank	bm25_rank
Q-0022	CASE-80346	1	0	45	0
Q-0022	CASE-80398	1	0	46	0
Q-0022	CASE-800459	1	0	47	0
Q-0022	CASE-30024	1	0	48	0
Q-0022	CASE-800132	1	0	49	0
Q-0022	CASE-600317	1	1	50	14
Q-0022	CASE-800181	0	1	0	12
Q-0022	CASE-70107	0	1	0	15
Q-0022	CASE-70142	0	1	0	22
Q-0022	CASE-20009	0	1	0	25
Q-0022	CASE-80144	0	1	0	26
Q-0022	CASE-600393	0	1	0	27
Q-0022	CASE-600109	0	1	0	29
Q-0022	CASE-800190	0	1	0	31
Q-0022	CASE-30034	0	1	0	32
Q-0022	CASE-800784	0	1	0	33
Q-0022	CASE-80160	0	1	0	34
Q-0022	CASE-80466	0	1	0	35
Q-0022	CASE-70067	0	1	0	36
Q-0022	CASE-800440	0	1	0	38
Q-0022	CASE-70055	0	1	0	39
Q-0022	CASE-70119	0	1	0	40
Q-0022	CASE-800129	0	1	0	42
Q-0022	CASE-800048	0	1	0	43
Q-0022	CASE-600419	0	1	0	44
Q-0022	CASE-800613	0	1	0	45
Q-0022	CASE-800261	0	1	0	46
Q-0022	CASE-80285	0	1	0	48
Q-0023	CASE-30009	1	0	11	0
Q-0023	CASE-10015	1	0	13	0
Q-0023	CASE-800335	1	1	14	16
Q-0023	CASE-001453	1	1	15	23
Q-0023	CASE-800589	1	0	16	0
Q-0023	CASE-800530	1	1	17	48
Q-0023	CASE-000288	1	1	18	45
Q-0023	CASE-000451	1	0	19	0
Q-0023	CASE-000759	1	1	21	11
Q-0023	CASE-000119	1	1	22	20
Q-0023	CASE-80405	1	1	24	26
Q-0023	CASE-001401	1	0	25	0
Q-0023	CASE-800289	1	1	26	15
Q-0023	CASE-800354	1	0	27	0
Q-0023	CASE-001171	1	0	29	0
Q-0023	CASE-000902	1	0	30	0
Q-0023	CASE-20078	1	0	31	0
Q-0023	CASE-000277	1	0	32	0
Q-0023	CASE-30046	1	0	33	0
Q-0023	CASE-000425	1	0	34	0
Q-0023	CASE-80292	1	0	36	0
Q-0023	CASE-800669	1	0	37	0
Q-0023	CASE-800425	1	1	38	37
Q-0023	CASE-001070	1	0	39	0
Q-0023	CASE-80464	1	0	40	0
Q-0023	CASE-80233	1	0	41	0
Q-0023	CASE-800556	1	0	42	0
Q-0023	CASE-80284	1	0	43	0
Q-0023	CASE-800814	1	0	44	0
Q-0023	CASE-800191	1	0	45	0
Q-0023	CASE-000765	1	0	46	0
Q-0023	CASE-301860	1	0	47	0
Q-0023	CASE-600120	1	0	48	0
Q-0023	CASE-800836	1	0	49	0
Q-0023	CASE-001004	1	0	50	0
Q-0023	CASE-20041	0	1	0	13
Q-0023	CASE-000785	0	1	0	14
Q-0023	CASE-000467	0	1	0	17
Q-0023	CASE-10010	0	1	0	19
Q-0023	CASE-100064	0	1	0	22
Q-0023	CASE-301653	0	1	0	24
Q-0023	CASE-80203	0	1	0	25
Q-0023	CASE-000459	0	1	0	27
Q-0023	CASE-800817	0	1	0	28
Q-0023	CASE-100027	0	1	0	31
Q-0023	CASE-800262	0	1	0	32
Q-0023	CASE-800429	0	1	0	33
Q-0023	CASE-001310	0	1	0	34
Q-0023	CASE-000138	0	1	0	35
Q-0023	CASE-000359	0	1	0	36
Q-0023	CASE-000348	0	1	0	38
Q-0023	CASE-001417	0	1	0	39
Q-0023	CASE-301052	0	1	0	40
Q-0023	CASE-70006	0	1	0	41
Q-0023	CASE-300385	0	1	0	42
Q-0023	CASE-001411	0	1	0	43
Q-0023	CASE-301671	0	1	0	44
Q-0023	CASE-800176	0	1	0	46
Q-0023	CASE-80422	0	1	0	47
Q-0023	CASE-001305	0	1	0	49
Q-0023	CASE-80118	0	1	0	50
Q-0024	CASE-500691	1	0	11	0
Q-0024	CASE-500746	1	0	12	0
Q-0024	CASE-500402	1	0	13	0
Q-0024	CASE-300063	1	0	14	0
Q-0024	CASE-700057	1	0	15	0
Q-0024	CASE-300999	1	0	17	0
Q-0024	CASE-500271	1	1	18	35
Q-0024	CASE-500995	1	0	19	0
Q-0024	CASE-500724	1	0	20	0
Q-0024	CASE-500222	1	0	21	0
Q-0024	CASE-500549	1	0	22	0
Q-0024	CASE-501430	1	0	23	0
Q-0024	CASE-501098	1	0	24	0
Q-0024	CASE-700059	1	1	25	46
Q-0024	CASE-600329	1	0	26	0
Q-0024	CASE-501094	1	0	27	0
Q-0024	CASE-501312	1	0	28	0
Q-0024	CASE-301348	1	0	29	0
Q-0024	CASE-301063	1	0	31	0
Q-0024	CASE-500956	1	0	32	0
Q-0024	CASE-000941	1	0	33	0
Q-0024	CASE-600168	1	0	34	0
Q-0024	CASE-501362	1	0	35	0
Q-0024	CASE-300457	1	0	36	0
Q-0024	CASE-500637	1	1	37	13
Q-0024	CASE-501047	1	0	38	0
Q-0024	CASE-500932	1	0	39	0
Q-0024	CASE-700833	1	0	40	0
Q-0024	CASE-500268	1	0	41	0
Q-0024	CASE-701112	1	0	42	0
Q-0024	CASE-501317	1	0	43	0
Q-0024	CASE-501341	1	0	44	0
Q-0024	CASE-501303	1	0	45	0
Q-0024	CASE-300334	1	0	46	0
Q-0024	CASE-700711	1	0	47	0
Q-0024	CASE-501442	1	0	48	0
Q-0024	CASE-600236	1	0	49	0
Q-0024	CASE-300444	1	0	50	0
Q-0024	CASE-001032	0	1	0	8
Q-0024	CASE-500232	0	1	0	9
Q-0024	CASE-500834	0	1	0	10
Q-0024	CASE-501333	0	1	0	11
Q-0024	CASE-300700	0	1	0	15
Q-0024	CASE-700086	0	1	0	16
Q-0024	CASE-500157	0	1	0	17
Q-0024	CASE-002046	0	1	0	18
Q-0024	CASE-700218	0	1	0	19
Q-0024	CASE-700120	0	1	0	20
Q-0024	CASE-000501	0	1	0	21
Q-0024	CASE-701056	0	1	0	22
Q-0024	CASE-700909	0	1	0	23
Q-0024	CASE-500836	0	1	0	24
Q-0024	CASE-301606	0	1	0	25
Q-0024	CASE-501130	0	1	0	26
Q-0024	CASE-500979	0	1	0	27
Q-0024	CASE-300857	0	1	0	28
Q-0024	CASE-700988	0	1	0	29
Q-0024	CASE-501068	0	1	0	30
Q-0024	CASE-700814	0	1	0	31
Q-0024	CASE-501009	0	1	0	33
Q-0024	CASE-000473	0	1	0	34
Q-0024	CASE-701058	0	1	0	36
Q-0024	CASE-500332	0	1	0	37
Q-0024	CASE-500204	0	1	0	38
Q-0024	CASE-500921	0	1	0	39
Q-0024	CASE-600092	0	1	0	40
Q-0024	CASE-002258	0	1	0	41
Q-0024	CASE-000505	0	1	0	42
Q-0024	CASE-302138	0	1	0	43
Q-0024	CASE-301855	0	1	0	44
Q-0024	CASE-301476	0	1	0	45
Q-0024	CASE-001730	0	1	0	47
Q-0024	CASE-300895	0	1	0	48
Q-0024	CASE-301989	0	1	0	49
Q-0024	CASE-700556	0	1	0	50
Q-0025	CASE-700560	1	1	12	20
Q-0025	CASE-700288	1	0	14	0
Q-0025	CASE-700412	1	0	17	0
Q-0025	CASE-700611	1	0	18	0
Q-0025	CASE-700929	1	0	19	0
Q-0025	CASE-700497	1	1	21	44
Q-0025	CASE-700439	1	1	22	25
Q-0025	CASE-700495	1	0	23	0
Q-0025	CASE-700868	1	0	24	0
Q-0025	CASE-700676	1	0	25	0
Q-0025	CASE-501146	1	0	26	0
Q-0025	CASE-700901	1	0	27	0
Q-0025	CASE-700888	1	1	28	22
Q-0025	CASE-700802	1	0	29	0
Q-0025	CASE-700963	1	1	30	29
Q-0025	CASE-700534	1	0	33	0
Q-0025	CASE-700501	1	0	34	0
Q-0025	CASE-701224	1	0	35	0
Q-0025	CASE-700289	1	0	36	0
Q-0025	CASE-701078	1	0	37	0
Q-0025	CASE-701279	1	0	38	0
Q-0025	CASE-501167	1	0	39	0
Q-0025	CASE-701220	1	0	40	0
Q-0025	CASE-701043	1	0	41	0
Q-0025	CASE-700705	1	0	42	0
Q-0025	CASE-701102	1	1	43	48
Q-0025	CASE-701207	1	1	44	24
Q-0025	CASE-700392	1	1	45	21
Q-0025	CASE-701299	1	1	46	42
Q-0025	CASE-700844	1	1	47	49
Q-0025	CASE-700829	1	0	48	0
Q-0025	CASE-701149	1	0	49	0
Q-0025	CASE-701291	1	0	50	0
Q-0025	CASE-700990	0	1	0	13
Q-0025	CASE-700513	0	1	0	15
Q-0025	CASE-700468	0	1	0	16
Q-0025	CASE-700458	0	1	0	17
Q-0025	CASE-700927	0	1	0	19
Q-0025	CASE-701090	0	1	0	26
Q-0025	CASE-700864	0	1	0	27
Q-0025	CASE-700938	0	1	0	28
Q-0025	CASE-701254	0	1	0	30
Q-0025	CASE-700983	0	1	0	31
Q-0025	CASE-701116	0	1	0	33
Q-0025	CASE-701025	0	1	0	34
Q-0025	CASE-700442	0	1	0	35
Q-0025	CASE-700532	0	1	0	36
Q-0025	CASE-700970	0	1	0	37
Q-0025	CASE-701213	0	1	0	38
Q-0025	CASE-700527	0	1	0	39
Q-0025	CASE-701210	0	1	0	40
Q-0025	CASE-700742	0	1	0	41
Q-0025	CASE-701080	0	1	0	43
Q-0025	CASE-700507	0	1	0	45
Q-0025	CASE-700363	0	1	0	46
Q-0025	CASE-701217	0	1	0	47
Q-0025	CASE-701097	0	1	0	50
Q-0026	CASE-002504	1	0	12	0
Q-0026	CASE-002167	1	0	13	0
Q-0026	CASE-002137	1	0	14	0
Q-0026	CASE-002310	1	0	15	0
Q-0026	CASE-002467	1	0	16	0
Q-0026	CASE-001659	1	1	18	44
Q-0026	CASE-001798	1	1	19	38
Q-0026	CASE-002121	1	0	20	0
Q-0026	CASE-002220	1	0	21	0
Q-0026	CASE-002168	1	0	22	0
Q-0026	CASE-001501	1	1	23	21
Q-0026	CASE-001723	1	1	24	36
Q-0026	CASE-001787	1	0	26	0
Q-0026	CASE-002293	1	0	27	0
Q-0026	CASE-001770	1	0	28	0
Q-0026	CASE-002252	1	0	29	0
Q-0026	CASE-001709	1	0	31	0
Q-0026	CASE-001618	1	0	32	0
Q-0026	CASE-001593	1	1	33	12
Q-0026	CASE-001663	1	0	34	0
Q-0026	CASE-002476	1	0	35	0
Q-0026	CASE-001505	1	0	37	0
Q-0026	CASE-002068	1	0	38	0
Q-0026	CASE-002470	1	1	40	41
Q-0026	CASE-002185	1	0	41	0
Q-0026	CASE-002163	1	0	42	0
Q-0026	CASE-001625	1	0	44	0
Q-0026	CASE-001687	1	0	45	0
Q-0026	CASE-002150	1	0	46	0
Q-0026	CASE-002473	1	0	47	0
Q-0026	CASE-002297	1	0	48	0
Q-0026	CASE-002382	1	0	49	0
Q-0026	CASE-001510	1	0	50	0
Q-0026	CASE-001653	0	1	0	8
Q-0026	CASE-001619	0	1	0	9
Q-0026	CASE-001642	0	1	0	10
Q-0026	CASE-001728	0	1	0	15
Q-0026	CASE-001896	0	1	0	16
Q-0026	CASE-002268	0	1	0	17
Q-0026	CASE-001612	0	1	0	18
Q-0026	CASE-001779	0	1	0	19
Q-0026	CASE-002111	0	1	0	20
Q-0026	CASE-002120	0	1	0	22
Q-0026	CASE-001888	0	1	0	23
Q-0026	CASE-001497	0	1	0	24
Q-0026	CASE-001645	0	1	0	25
Q-0026	CASE-001753	0	1	0	26
Q-0026	CASE-001511	0	1	0	27
Q-0026	CASE-001869	0	1	0	29
Q-0026	CASE-002458	0	1	0	31
Q-0026	CASE-001647	0	1	0	32
Q-0026	CASE-001655	0	1	0	33
Q-0026	CASE-001631	0	1	0	34
Q-0026	CASE-001892	0	1	0	35
Q-0026	CASE-001660	0	1	0	37
Q-0026	CASE-002069	0	1	0	39
Q-0026	CASE-001695	0	1	0	40
Q-0026	CASE-001760	0	1	0	43
Q-0026	CASE-001817	0	1	0	45
Q-0026	CASE-001883	0	1	0	46
Q-0026	CASE-002166	0	1	0	47
Q-0026	CASE-001904	0	1	0	48
Q-0026	CASE-001835	0	1	0	49
Q-0026	CASE-001633	0	1	0	50
Q-0027	CASE-301443	1	0	11	0
Q-0027	CASE-301494	1	0	12	0
Q-0027	CASE-301146	1	0	13	0
Q-0027	CASE-301063	1	0	14	0
Q-0027	CASE-302050	1	0	15	0
Q-0027	CASE-80466	1	0	16	0
Q-0027	CASE-301255	1	0	17	0
Q-0027	CASE-301148	1	1	18	18
Q-0027	CASE-300730	1	1	19	35
Q-0027	CASE-301403	1	0	20	0
Q-0027	CASE-301579	1	0	21	0
Q-0027	CASE-301347	1	0	22	0
Q-0027	CASE-302182	1	0	23	0
Q-0027	CASE-300184	1	0	24	0
Q-0027	CASE-301179	1	0	25	0
Q-0027	CASE-301732	1	0	26	0
Q-0027	CASE-301655	1	0	27	0
Q-0027	CASE-300168	1	1	28	20
Q-0027	CASE-300855	1	0	29	0
Q-0027	CASE-300902	1	0	30	0
Q-0027	CASE-300335	1	1	31	6
Q-0027	CASE-300148	1	0	32	0
Q-0027	CASE-301281	1	0	33	0
Q-0027	CASE-301708	1	0	34	0
Q-0027	CASE-301173	1	1	35	5
Q-0027	CASE-300118	1	0	36	0
Q-0027	CASE-300058	1	0	37	0
Q-0027	CASE-301198	1	1	38	46
Q-0027	CASE-300089	1	0	39	0
Q-0027	CASE-301185	1	1	40	30
Q-0027	CASE-301374	1	0	41	0
Q-0027	CASE-302119	1	0	42	0
Q-0027	CASE-301548	1	0	43	0
Q-0027	CASE-300727	1	0	44	0
Q-0027	CASE-301893	1	0	45	0
Q-0027	CASE-300131	1	0	46	0
Q-0027	CASE-301070	1	0	47	0
Q-0027	CASE-300199	1	0	48	0
Q-0027	CASE-301817	1	1	49	8
Q-0027	CASE-600313	0	1	0	12
Q-0027	CASE-301792	0	1	0	13
Q-0027	CASE-301317	0	1	0	17
Q-0027	CASE-001624	0	1	0	19
Q-0027	CASE-700167	0	1	0	21
Q-0027	CASE-70008	0	1	0	22
Q-0027	CASE-50002	0	1	0	23
Q-0027	CASE-300355	0	1	0	24
Q-0027	CASE-301240	0	1	0	25
Q-0027	CASE-301414	0	1	0	26
Q-0027	CASE-301520	0	1	0	27
Q-0027	CASE-000963	0	1	0	28
Q-0027	CASE-301089	0	1	0	29
Q-0027	CASE-700102	0	1	0	31
Q-0027	CASE-002272	0	1	0	32
Q-0027	CASE-301935	0	1	0	33
Q-0027	CASE-301540	0	1	0	34
Q-0027	CASE-301539	0	1	0	36
Q-0027	CASE-001698	0	1	0	38
Q-0027	CASE-300795	0	1	0	39
Q-0027	CASE-301107	0	1	0	41
Q-0027	CASE-300644	0	1	0	42
Q-0027	CASE-700621	0	1	0	43
Q-0027	CASE-301174	0	1	0	44
Q-0027	CASE-301862	0	1	0	45
Q-0027	CASE-301013	0	1	0	47
Q-0027	CASE-301799	0	1	0	48
Q-0027	CASE-300428	0	1	0	49
Q-0027	CASE-300508	0	1	0	50
Q-0028	CASE-100076	1	0	11	0
Q-0028	CASE-700385	1	0	12	0
Q-0028	CASE-701064	1	0	15	0
Q-0028	CASE-700056	1	0	16	0
Q-0028	CASE-700778	1	0	17	0
Q-0028	CASE-501281	1	1	18	38
Q-0028	CASE-701263	1	0	19	0
Q-0028	CASE-701107	1	1	20	40
Q-0028	CASE-000157	1	0	21	0
Q-0028	CASE-701044	1	0	22	0
Q-0028	CASE-302125	1	0	23	0
Q-0028	CASE-700580	1	0	24	0
Q-0028	CASE-000630	1	0	25	0
Q-0028	CASE-800848	1	0	26	0
Q-0028	CASE-700833	1	0	27	0
Q-0028	CASE-001215	1	0	28	0
Q-0028	CASE-700928	1	0	29	0
Q-0028	CASE-700058	1	0	30	0
Q-0028	CASE-800801	1	0	31	0
Q-0028	CASE-001155	1	0	32	0
Q-0028	CASE-301789	1	0	33	0
Q-0028	CASE-301979	1	0	34	0
Q-0028	CASE-501075	1	0	35	0
Q-0028	CASE-701325	1	0	36	0
Q-0028	CASE-30114	1	0	37	0
Q-0028	CASE-700055	1	0	38	0
Q-0028	CASE-501236	1	0	39	0
Q-0028	CASE-800651	1	0	40	0
Q-0028	CASE-701195	1	0	41	0
Q-0028	CASE-000333	1	0	42	0
Q-0028	CASE-000616	1	0	43	0
Q-0028	CASE-000569	1	1	44	15
Q-0028	CASE-700059	1	0	45	0
Q-0028	CASE-300702	1	0	46	0
Q-0028	CASE-700632	1	0	47	0
Q-0028	CASE-001210	1	0	48	0
Q-0028	CASE-000260	1	0	49	0
Q-0028	CASE-000210	1	0	50	0
Q-0028	CASE-701201	0	1	0	10
Q-0028	CASE-000575	0	1	0	12
Q-0028	CASE-501408	0	1	0	13
Q-0028	CASE-800213	0	1	0	14
Q-0028	CASE-100012	0	1	0	16
Q-0028	CASE-001878	0	1	0	17
Q-0028	CASE-300329	0	1	0	18
Q-0028	CASE-501284	0	1	0	19
Q-0028	CASE-000083	0	1	0	20
Q-0028	CASE-001739	0	1	0	21
Q-0028	CASE-600396	0	1	0	22
Q-0028	CASE-500405	0	1	0	23
Q-0028	CASE-700240	0	1	0	24
Q-0028	CASE-600108	0	1	0	25
Q-0028	CASE-000088	0	1	0	26
Q-0028	CASE-001222	0	1	0	28
Q-0028	CASE-700832	0	1	0	29
Q-0028	CASE-300129	0	1	0	30
Q-0028	CASE-300926	0	1	0	32
Q-0028	CASE-000631	0	1	0	33
Q-0028	CASE-002057	0	1	0	34
Q-0028	CASE-301659	0	1	0	35
Q-0028	CASE-500988	0	1	0	36
Q-0028	CASE-301676	0	1	0	37
Q-0028	CASE-001578	0	1	0	39
Q-0028	CASE-302187	0	1	0	41
Q-0028	CASE-300101	0	1	0	42
Q-0028	CASE-600106	0	1	0	43
Q-0028	CASE-30060	0	1	0	44
Q-0028	CASE-701069	0	1	0	45
Q-0028	CASE-000471	0	1	0	46
Q-0028	CASE-800336	0	1	0	47
Q-0028	CASE-500413	0	1	0	48
Q-0028	CASE-600170	0	1	0	49
Q-0028	CASE-501095	0	1	0	50
Q-0029	CASE-80464	1	0	14	0
Q-0029	CASE-80245	1	1	16	10
Q-0029	CASE-800564	1	1	17	13
Q-0029	CASE-800838	1	1	18	37
Q-0029	CASE-60009	1	0	19	0
Q-0029	CASE-001212	1	0	20	0
Q-0029	CASE-80256	1	0	21	0
Q-0029	CASE-800532	1	0	22	0
Q-0029	CASE-800380	1	0	23	0
Q-0029	CASE-800836	1	0	24	0
Q-0029	CASE-800581	1	0	26	0
Q-0029	CASE-001070	1	0	27	0
Q-0029	CASE-800568	1	0	28	0
Q-0029	CASE-30046	1	0	29	0
Q-0029	CASE-80238	1	0	30	0
Q-0029	CASE-800556	1	0	31	0
Q-0029	CASE-001443	1	0	32	0
Q-0029	CASE-800195	1	1	33	50
Q-0029	CASE-800236	1	1	34	34
Q-0029	CASE-800322	1	1	35	21
Q-0029	CASE-001018	1	0	36	0
Q-0029	CASE-800212	1	0	37	0
Q-0029	CASE-70056	1	0	39	0
Q-0029	CASE-70032	1	0	40	0
Q-0029	CASE-80047	1	0	41	0
Q-0029	CASE-800335	1	0	42	0
Q-0029	CASE-80458	1	0	43	0
Q-0029	CASE-80290	1	0	44	0
Q-0029	CASE-800107	1	0	46	0
Q-0029	CASE-800741	1	0	47	0
Q-0029	CASE-100073	1	0	48	0
Q-0029	CASE-800728	1	0	49	0
Q-0029	CASE-80314	1	0	50	0
Q-0029	CASE-70060	0	1	0	9
Q-0029	CASE-80283	0	1	0	17
Q-0029	CASE-30059	0	1	0	18
Q-0029	CASE-800310	0	1	0	19
Q-0029	CASE-600160	0	1	0	20
Q-0029	CASE-001324	0	1	0	22
Q-0029	CASE-80118	0	1	0	23
Q-0029	CASE-80279	0	1	0	25
Q-0029	CASE-800289	0	1	0	26
Q-0029	CASE-30109	0	1	0	27
Q-0029	CASE-20078	0	1	0	28
Q-0029	CASE-500573	0	1	0	30
Q-0029	CASE-001447	0	1	0	31
Q-0029	CASE-301537	0	1	0	32
Q-0029	CASE-80093	0	1	0	33
Q-0029	CASE-80313	0	1	0	35
Q-0029	CASE-800612	0	1	0	38
Q-0029	CASE-70076	0	1	0	39
Q-0029	CASE-800072	0	1	0	40
Q-0029	CASE-000763	0	1	0	41
Q-0029	CASE-000119	0	1	0	42
Q-0029	CASE-800361	0	1	0	43
Q-0029	CASE-80247	0	1	0	44
Q-0029	CASE-80366	0	1	0	46
Q-0029	CASE-30094	0	1	0	47
Q-0029	CASE-80004	0	1	0	48
Q-0029	CASE-000904	0	1	0	49
Q-0030	CASE-501449	1	1	11	21
Q-0030	CASE-501081	1	1	12	34
Q-0030	CASE-500898	1	0	13	0
Q-0030	CASE-501244	1	0	14	0
Q-0030	CASE-501438	1	1	15	36
Q-0030	CASE-501195	1	0	16	0
Q-0030	CASE-501434	1	1	18	42
Q-0030	CASE-500811	1	0	19	0
Q-0030	CASE-501105	1	0	20	0
Q-0030	CASE-500816	1	1	21	25
Q-0030	CASE-500947	1	0	22	0
Q-0030	CASE-501008	1	0	23	0
Q-0030	CASE-501437	1	1	24	29
Q-0030	CASE-501148	1	0	25	0
Q-0030	CASE-501149	1	1	26	9
Q-0030	CASE-501154	1	1	27	27
Q-0030	CASE-500595	1	1	28	13
Q-0030	CASE-501035	1	0	29	0
Q-0030	CASE-501219	1	1	30	19
Q-0030	CASE-501418	1	0	32	0
Q-0030	CASE-501185	1	0	33	0
Q-0030	CASE-500203	1	0	34	0
Q-0030	CASE-501258	1	0	35	0
Q-0030	CASE-500920	1	0	36	0
Q-0030	CASE-501428	1	0	37	0
Q-0030	CASE-501112	1	0	38	0
Q-0030	CASE-501220	1	1	39	15
Q-0030	CASE-500795	1	0	41	0
Q-0030	CASE-501106	1	0	42	0
Q-0030	CASE-500159	1	1	43	23
Q-0030	CASE-501156	1	0	44	0
Q-0030	CASE-500493	1	1	45	20
Q-0030	CASE-501328	1	1	46	40
Q-0030	CASE-501147	1	1	47	49
Q-0030	CASE-501129	1	0	48	0
Q-0030	CASE-500028	1	0	49	0
Q-0030	CASE-500112	1	0	50	0
Q-0030	CASE-500490	0	1	0	12
Q-0030	CASE-701059	0	1	0	17
Q-0030	CASE-500589	0	1	0	24
Q-0030	CASE-500265	0	1	0	26
Q-0030	CASE-500335	0	1	0	28
Q-0030	CASE-500521	0	1	0	30
Q-0030	CASE-300854	0	1	0	31
Q-0030	CASE-501224	0	1	0	32
Q-0030	CASE-500476	0	1	0	33
Q-0030	CASE-500999	0	1	0	35
Q-0030	CASE-501117	0	1	0	37
Q-0030	CASE-500941	0	1	0	38
Q-0030	CASE-501024	0	1	0	39
Q-0030	CASE-701049	0	1	0	41
Q-0030	CASE-501469	0	1	0	43
Q-0030	CASE-701238	0	1	0	44
Q-0030	CASE-700748	0	1	0	45
Q-0030	CASE-500411	0	1	0	46
Q-0030	CASE-700210	0	1	0	47
Q-0030	CASE-500827	0	1	0	48
Q-0030	CASE-500641	0	1	0	50
Q-0031	CASE-701266	1	1	11	20
Q-0031	CASE-700563	1	0	12	0
Q-0031	CASE-700657	1	0	13	0
Q-0031	CASE-500516	1	1	14	48
Q-0031	CASE-701054	1	0	15	0
Q-0031	CASE-700440	1	1	16	42
Q-0031	CASE-700926	1	1	17	24
Q-0031	CASE-701313	1	0	18	0
Q-0031	CASE-701227	1	0	19	0
Q-0031	CASE-701072	1	0	20	0
Q-0031	CASE-701153	1	0	21	0
Q-0031	CASE-500573	1	0	22	0
Q-0031	CASE-500957	1	1	23	5
Q-0031	CASE-500395	1	1	24	37
Q-0031	CASE-500786	1	1	25	28
Q-0031	CASE-701246	1	0	26	0
Q-0031	CASE-701086	1	0	27	0
Q-0031	CASE-700526	1	0	28	0
Q-0031	CASE-700413	1	0	29	0
Q-0031	CASE-501457	1	0	30	0
Q-0031	CASE-700577	1	1	32	13
Q-0031	CASE-501012	1	0	33	0
Q-0031	CASE-701318	1	0	34	0
Q-0031	CASE-500682	1	0	35	0
Q-0031	CASE-700909	1	0	36	0
Q-0031	CASE-701186	1	0	37	0
Q-0031	CASE-701306	1	1	38	40
Q-0031	CASE-701200	1	0	39	0
Q-0031	CASE-501066	1	1	40	31
Q-0031	CASE-700381	1	0	41	0
Q-0031	CASE-700991	1	0	42	0
Q-0031	CASE-701208	1	0	43	0
Q-0031	CASE-700380	1	0	44	0
Q-0031	CASE-501063	1	0	45	0
Q-0031	CASE-500143	1	0	46	0
Q-0031	CASE-500738	1	0	47	0
Q-0031	CASE-700492	1	0	48	0
Q-0031	CASE-500984	1	0	49	0
Q-0031	CASE-700869	1	0	50	0
Q-0031	CASE-700771	0	1	0	11
Q-0031	CASE-700568	0	1	0	16
Q-0031	CASE-700064	0	1	0	18
Q-0031	CASE-701005	0	1	0	19
Q-0031	CASE-700533	0	1	0	21
Q-0031	CASE-701277	0	1	0	22
Q-0031	CASE-500855	0	1	0	23
Q-0031	CASE-701017	0	1	0	25
Q-0031	CASE-501313	0	1	0	26
Q-0031	CASE-700890	0	1	0	27
Q-0031	CASE-701060	0	1	0	29
Q-0031	CASE-501470	0	1	0	30
Q-0031	CASE-700614	0	1	0	33
Q-0031	CASE-701205	0	1	0	34
Q-0031	CASE-700732	0	1	0	35
Q-0031	CASE-700575	0	1	0	36
Q-0031	CASE-001105	0	1	0	38
Q-0031	CASE-600246	0	1	0	39
Q-0031	CASE-701332	0	1	0	41
Q-0031	CASE-700911	0	1	0	43
Q-0031	CASE-700729	0	1	0	44
Q-0031	CASE-700951	0	1	0	45
Q-0031	CASE-701022	0	1	0	46
Q-0031	CASE-700843	0	1	0	47
Q-0031	CASE-700733	0	1	0	49
Q-0032	CASE-002218	1	0	12	0
Q-0032	CASE-001577	1	1	14	25
Q-0032	CASE-001711	1	1	15	26
Q-0032	CASE-002221	1	1	16	21
Q-0032	CASE-000012	1	1	19	17
Q-0032	CASE-002410	1	1	20	42
Q-0032	CASE-001665	1	1	21	29
Q-0032	CASE-001680	1	0	22	0
Q-0032	CASE-002473	1	1	23	46
Q-0032	CASE-000249	1	0	24	0
Q-0032	CASE-002082	1	1	25	20
Q-0032	CASE-001667	1	1	26	40
Q-0032	CASE-001508	1	1	28	49
Q-0032	CASE-001896	1	0	29	0
Q-0032	CASE-001646	1	1	30	35
Q-0032	CASE-001917	1	1	31	18
Q-0032	CASE-001513	1	1	32	28
Q-0032	CASE-002049	1	1	33	14
Q-0032	CASE-002365	1	0	35	0
Q-0032	CASE-000479	1	0	37	0
Q-0032	CASE-001879	1	1	38	38
Q-0032	CASE-002323	1	0	39	0
Q-0032	CASE-001660	1	0	41	0
Q-0032	CASE-002492	1	0	42	0
Q-0032	CASE-002488	1	0	43	0
Q-0032	CASE-002154	1	0	44	0
Q-0032	CASE-002346	1	0	45	0
Q-0032	CASE-002304	1	0	46	0
Q-0032	CASE-001916	1	1	47	19
Q-0032	CASE-002487	1	1	48	16
Q-0032	CASE-002139	1	0	49	0
Q-0032	CASE-002266	1	0	50	0
Q-0032	CASE-002176	0	1	0	12
Q-0032	CASE-001744	0	1	0	13
Q-0032	CASE-002393	0	1	0	15
Q-0032	CASE-001569	0	1	0	22
Q-0032	CASE-001506	0	1	0	23
Q-0032	CASE-001888	0	1	0	24
Q-0032	CASE-001902	0	1	0	27
Q-0032	CASE-002251	0	1	0	31
Q-0032	CASE-001733	0	1	0	32
Q-0032	CASE-002339	0	1	0	33
Q-0032	CASE-002185	0	1	0	34
Q-0032	CASE-002496	0	1	0	36
Q-0032	CASE-001713	0	1	0	37
Q-0032	CASE-002242	0	1	0	39
Q-0032	CASE-002368	0	1	0	41
Q-0032	CASE-001835	0	1	0	44
Q-0032	CASE-000013	0	1	0	45
Q-0032	CASE-002100	0	1	0	48
Q-0033	CASE-301568	1	0	11	0
Q-0033	CASE-301242	1	0	12	0
Q-0033	CASE-301491	1	0	13	0
Q-0033	CASE-300996	1	0	14	0
Q-0033	CASE-301928	1	0	15	0
Q-0033	CASE-300535	1	0	16	0
Q-0033	CASE-301057	1	0	17	0
